epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1113.7,1.08678,2.45944,1.36762,0.57776,0.08015,0.18699,0.09414,1.31794,3.8229,1.55855,0.000546704,0.000546704,0.000546704
2,3392.5,1.03673,1.93269,1.32125,0.37112,0.32488,0.19545,0.10862,1.167,3.74731,1.46238,0.000556697,0.000556697,0.000556697
